"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp q-value"	"Sum PEP Score"	"Coverage"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Found in Sample in S42 F42 Sample F5_100K 3"	"Found in Sample in S41 F41 Sample F5_100K 3"	"Found in Sample in S40 F40 Sample F5_100K 3"	"Found in Sample in S39 F39 Sample F5_100K 2"	"Found in Sample in S38 F38 Sample F5_100K 2"	"Found in Sample in S37 F37 Sample F5_100K 2"	"Found in Sample in S36 F36 Sample F5_100K 1"	"Found in Sample in S35 F35 Sample F5_100K 1"	"Found in Sample in S34 F34 Sample F5_100K 1"	"Found in Sample in S33 F33 Sample F5_10K 3"	"Found in Sample in S32 F32 Sample F5_10K 3"	"Found in Sample in S31 F31 Sample F5_10K 3"	"Found in Sample in S30 F30 Sample F5_10K 2"	"Found in Sample in S29 F29 Sample F5_10K 2"	"Found in Sample in S28 F28 Sample F5_10K 2"	"Found in Sample in S27 F27 Sample F5_10K 1"	"Found in Sample in S26 F26 Sample F5_10K 1"	"Found in Sample in S25 F25 Sample F5_10K 1"	"Found in Sample in S24 F24 Sample F3_100K 3"	"Found in Sample in S22 F22 Sample F3_100K 3"	"Found in Sample in S23 F23 Sample F3_100K 2"	"Found in Sample in S21 F21 Sample F3_100K 2"	"Found in Sample in S20 F20 Sample F3_100K 2"	"Found in Sample in S19 F19 Sample F3_100K 2"	"Found in Sample in S18 F18 Sample F3_100K 1"	"Found in Sample in S17 F17 Sample F3_100K 1"	"Found in Sample in S16 F16 Sample F3_100K 1"	"Found in Sample in S15 F15 Sample F3_10K 3"	"Found in Sample in S14 F14 Sample F3_10K 3"	"Found in Sample in S13 F13 Sample F3_10K 3"	"Found in Sample in S12 F12 Sample F3_10K 2"	"Found in Sample in S11 F11 Sample F3_10K 2"	"Found in Sample in S10 F10 Sample F3_10K 2"	"Found in Sample in S9 F9 Sample F3_10K 1"	"Found in Sample in S8 F8 Sample F3_10K 1"	"Modifications"	"Area F5_100K 3"	"Area F5_100K 2"	"Area F5_100K 1"	"Area F5_10K 3"	"Area F5_10K 2"	"Area F5_10K 1"	"Area F3_100K 3"	"Area F3_100K 2"	"Area F3_100K 1"	"Area F3_10K 3"	"Area F3_10K 2"	"Area F3_10K 1"	"emPAI"	"Score Sequest HT"	"Number of Peptides Sequest HT"
"False"	"Low"	"IsMasterProtein"	"Q68DD2"	"Cytosolic phospholipase A2 zeta OS=Homo sapiens OX=9606 GN=PLA2G4F PE=2 SV=3"	"0.076"	"2.023"	"6.59599528857479"	"1"	"1"	"1"	"1"	"849"	"95.0"	"5.44"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	""	""	""	""	""	"22970869.5"	""	""	"0.053"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9Y691"	"Calcium-activated potassium channel subunit beta-2 OS=Homo sapiens OX=9606 GN=KCNMB2 PE=1 SV=1"	"0.077"	"2.021"	"7.65957446808511"	"1"	"1"	"1"	"1"	"235"	"27.1"	"8.38"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.212"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"Q6ZSZ5"	"Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=3"	"0.077"	"2.020"	"1.70502983802217"	"1"	"1"	"1"	"1"	"1173"	"130.7"	"7.08"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.038"	"3.02"	"1"
"False"	"Low"	"IsMasterProtein"	"Q6ZUI0"	"Tumor protein p63-regulated gene 1 protein OS=Homo sapiens OX=9606 GN=TPRG1 PE=2 SV=1"	"0.077"	"2.015"	"5.09090909090909"	"1"	"8"	"1"	"1"	"275"	"31.2"	"7.09"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	"3519420.3125"	""	""	""	""	""	"11672269.5507813"	"1060541.90625"	"27532024.375"	""	""	"0.311"	"4.72"	"1"
"False"	"Low"	"IsMasterProtein"	"Q8N2C7"	"Protein unc-80 homolog OS=Homo sapiens OX=9606 GN=UNC80 PE=1 SV=2"	"0.078"	"2.010"	"0.368324125230203"	"1"	"6"	"1"	"1"	"3258"	"363.2"	"6.86"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	""	"62517877.84375"	""	"28426887.421875"	""	""	""	""	"48906710.625"	"23906015.46875"	"61560006.421875"	"120446708.625"	""	"0.014"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"P51888"	"Prolargin OS=Homo sapiens OX=9606 GN=PRELP PE=1 SV=1"	"0.079"	"2.009"	"3.66492146596859"	"1"	"2"	"1"	"1"	"382"	"43.8"	"9.38"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	""	""	""	""	""	""	"5228776.296875"	""	""	""	""	""	"19870210.46875"	"0.101"	"4.36"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9H4I3"	"TraB domain-containing protein OS=Homo sapiens OX=9606 GN=TRABD PE=1 SV=1"	"0.081"	"1.999"	"3.19148936170213"	"1"	"3"	"1"	"1"	"376"	"42.3"	"8.00"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	"2092541.515625"	""	"23655439.5"	""	""	""	""	""	""	""	""	"0.11"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9Y4B6"	"DDB1- and CUL4-associated factor 1 OS=Homo sapiens OX=9606 GN=DCAF1 PE=1 SV=3"	"0.081"	"1.997"	"0.6635700066357"	"1"	"3"	"1"	"1"	"1507"	"168.9"	"5.06"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.029"	"1.71"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9Y2R0"	"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=COA3 PE=1 SV=1"	"0.081"	"1.994"	"8.49056603773585"	"1"	"7"	"1"	"1"	"106"	"11.7"	"9.60"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	"3682153"	""	"2778896.953125"	"5025259.25"	"3213840.55175781"	""	""	"17730334.0078125"	""	"3788244.5"	""	"0.468"	"3.60"	"1"
"False"	"Low"	"IsMasterProtein"	"Q96PT3"	"Double homeobox protein 5 OS=Homo sapiens OX=9606 GN=DUX5 PE=2 SV=1"	"0.081"	"1.994"	"7.10659898477157"	"1"	"1"	"1"	"1"	"197"	"22.2"	"10.65"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	""	""	""	""	""	""	""	""	""	""	""	"1778669.171875"	""	"0.212"	"1.62"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9Y283"	"Inversin OS=Homo sapiens OX=9606 GN=INVS PE=1 SV=2"	"0.081"	"1.994"	"0.845070422535211"	"1"	"8"	"1"	"1"	"1065"	"117.8"	"9.35"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Medium"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	""	""	""	"116452.087890625"	""	"1002579.0234375"	"817025.998046875"	"344182.6484375"	"1828508.625"	""	""	"1183031.875"	""	"0.037"	"3.74"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9BZC7"	"ATP-binding cassette sub-family A member 2 OS=Homo sapiens OX=9606 GN=ABCA2 PE=1 SV=3"	"0.081"	"1.993"	"0.328542094455852"	"1"	"3"	"1"	"1"	"2435"	"269.7"	"6.81"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	"1102530.67578125"	""	"876795.140625"	""	""	"1250522.34375"	""	""	"0.02"	"2.15"	"1"
"False"	"Low"	"IsMasterProtein"	"P60059"	"Protein transport protein Sec61 subunit gamma OS=Homo sapiens OX=9606 GN=SEC61G PE=1 SV=1"	"0.082"	"1.992"	"17.6470588235294"	"1"	"8"	"1"	"1"	"68"	"7.7"	"9.99"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Low"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Acetyl [N-Term]"	"5731519.75"	"2851789.56689453"	""	"5861163.0546875"	"22383005.4375"	"4472593.3125"	""	"9234852.5703125"	""	""	""	""	"2.162"	"1.72"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9HCU5"	"Prolactin regulatory element-binding protein OS=Homo sapiens OX=9606 GN=PREB PE=1 SV=2"	"0.082"	"1.989"	"2.87769784172662"	"1"	"2"	"1"	"1"	"417"	"45.4"	"7.88"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	"16525940"	"23742002.6875"	""	""	""	""	""	""	""	"0.122"	"3.68"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9H1K0"	"Rabenosyn-5 OS=Homo sapiens OX=9606 GN=RBSN PE=1 SV=2"	"0.082"	"1.987"	"1.78571428571429"	"1"	"3"	"1"	"1"	"784"	"88.8"	"5.50"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	""	"243649.611328125"	""	"6130428.6875"	"2513210.78125"	""	""	""	"0.059"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9NZL4"	"Hsp70-binding protein 1 OS=Homo sapiens OX=9606 GN=HSPBP1 PE=1 SV=1"	"0.083"	"1.983"	"3.03867403314917"	"1"	"1"	"1"	"1"	"362"	"39.4"	"5.21"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	"271579.390625"	""	""	""	""	""	""	""	""	""	"0.122"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"P52788"	"Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2"	"0.083"	"1.983"	"6.28415300546448"	"1"	"1"	"1"	"1"	"366"	"41.2"	"5.02"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	""	"267268.671875"	""	""	""	""	""	""	"0.122"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"Q53T94"	"TATA box-binding protein-associated factor RNA polymerase I subunit B OS=Homo sapiens OX=9606 GN=TAF1B PE=1 SV=1"	"0.083"	"1.978"	"1.36054421768707"	"1"	"2"	"1"	"1"	"588"	"68.8"	"8.02"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"5379187.65625"	""	""	""	""	""	""	"18284116.625"	""	""	""	""	"0.075"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"O00233"	"26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3"	"0.083"	"1.977"	"5.38116591928251"	"1"	"2"	"1"	"1"	"223"	"24.7"	"6.95"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	"933269.78125"	""	""	""	""	"1015104.90625"	""	""	"0.212"	"1.80"	"1"
"False"	"Low"	"IsMasterProtein"	"P00749"	"Urokinase-type plasminogen activator OS=Homo sapiens OX=9606 GN=PLAU PE=1 SV=2"	"0.083"	"1.976"	"2.32018561484919"	"1"	"2"	"1"	"1"	"431"	"48.5"	"8.41"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"1033902.4296875"	""	""	""	""	""	""	"15404772.625"	""	""	""	""	"0.096"	"1.68"	"1"
"False"	"Low"	"IsMasterProtein"	"O60678"	"Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3 PE=1 SV=4"	"0.083"	"1.972"	"2.44821092278719"	"1"	"5"	"1"	"1"	"531"	"59.9"	"5.35"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"High"	"Medium"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"1104363.875"	"1531815.96875"	"149867.546875"	""	""	""	""	""	""	""	""	""	"0.089"	"7.96"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9NXU5"	"ADP-ribosylation factor-like protein 15 OS=Homo sapiens OX=9606 GN=ARL15 PE=1 SV=1"	"0.084"	"1.966"	"5.88235294117647"	"1"	"1"	"1"	"1"	"204"	"22.9"	"5.63"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	"975788.390625"	""	""	""	""	""	""	""	""	""	"0.212"	"1.73"	"1"
"False"	"Low"	"IsMasterProtein"	"Q69YL0"	"Uncharacterized protein NCBP2-AS2 OS=Homo sapiens OX=9606 GN=NCBP2-AS2 PE=1 SV=1"	"0.087"	"1.957"	"8.08080808080808"	"1"	"12"	"1"	"1"	"99"	"10.9"	"12.00"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Low"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	""	"20485918.2441406"	"25301471.40625"	"13978602.65625"	""	"94751294.875"	"33261384.5878906"	"16110128.6875"	"469456561.75"	"335957555.40625"	"259926095.425781"	""	"254653207.96875"	"0.468"	"1.72"	"1"
"False"	"Low"	"IsMasterProtein"	"Q9NRS4"	"Transmembrane protease serine 4 OS=Homo sapiens OX=9606 GN=TMPRSS4 PE=1 SV=2"	"0.088"	"1.956"	"3.89016018306636"	"1"	"1"	"1"	"1"	"437"	"48.2"	"5.40"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	"10215824.6875"	""	""	""	""	""	""	""	"0.116"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"Q86YT9"	"Junctional adhesion molecule-like OS=Homo sapiens OX=9606 GN=JAML PE=1 SV=1"	"0.088"	"1.956"	"2.53807106598985"	"1"	"1"	"1"	"1"	"394"	"44.3"	"7.12"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	""	""	""	""	"3644910.1875"	""	""	""	"0"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"P16109"	"P-selectin OS=Homo sapiens OX=9606 GN=SELP PE=1 SV=3"	"0.090"	"1.950"	"3.49397590361446"	"1"	"4"	"1"	"1"	"830"	"90.8"	"6.60"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	"196119.453125"	""	""	""	""	""	""	""	""	""	""	"0.141"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"Q8N1S5"	"Zinc transporter ZIP11 OS=Homo sapiens OX=9606 GN=SLC39A11 PE=2 SV=3"	"0.091"	"1.945"	"4.97076023391813"	"1"	"1"	"1"	"1"	"342"	"35.4"	"5.60"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	"22602979.75"	""	""	""	""	""	""	""	"0.212"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"P40225"	"Thrombopoietin OS=Homo sapiens OX=9606 GN=THPO PE=1 SV=1"	"0.091"	"1.943"	"5.38243626062323"	"1"	"1"	"1"	"1"	"353"	"37.8"	"9.45"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	""	"1230205.5234375"	""	""	""	""	""	""	"0.129"	"0.00"	"1"
"False"	"Low"	"IsMasterProtein"	"Q6NUI6"	"Chondroadherin-like protein OS=Homo sapiens OX=9606 GN=CHADL PE=1 SV=2"	"0.091"	"1.941"	"3.28083989501312"	"1"	"9"	"1"	"1"	"762"	"82.3"	"8.84"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Low"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Low"	""	""	""	""	"4381779.890625"	""	"991324.881835938"	""	""	"7039913.203125"	"41676473.9375"	"805200.59375"	"2122210.765625"	"0.058"	"2.08"	"1"
